Date,Bond,ER,GP,Sensex
2016-03-10,2439.4091,66.533,"87,362.00",28243.29
2016-04-10,2443.5989,66.5559,"85,480.70",28334.55
2016-05-10,2453.9047,66.5699,"84,608.10",28220.98
2016-06-10,2451.3405,66.6322,"83,670.10",28106.21
2016-07-10,2447.1805,66.7875,"83,902.60",28061.14
2016-10-10,2452.8726,66.5856,"83,724.60",28082.34
2016-10-13,2450.2799,66.8473,"84,288.10",27643.11
2016-10-14,2449.3111,66.8481,"83,491.70",27673.6
2016-10-17,2447.5136,66.7779,"83,825.50",27529.97
2016-10-18,2451.2401,66.7268,"83,955.00",28050.88
2016-10-19,2451.7491,66.7145,"84,566.70",27984.37
2016-10-20,2450.8293,66.7411,"84,993.80",28129.84
2016-10-21,2450.77,66.8943,"84,750.50",28077.18
2016-10-24,2453.6219,66.8625,"84,649.00",28179.08
2016-10-25,2452.5477,66.8777,"84,813.80",28091.42
2016-10-26,2453.5265,66.7621,"84,953.90",27836.51
2016-10-27,2451.0303,66.8854,"84,666.90",27915.9
2016-10-28,2449.8832,66.8566,"85,034.60",27941.51
2016-01-11,2450.7542,66.714,"85,978.90",27876.61
2016-02-11,2448.9694,66.8294,"87,021.40",27527.22
2016-03-11,2451.3986,66.6942,"86,753.90",27430.28
2016-04-11,2448.2304,66.7219,"87,037.50",27274.15
2016-07-11,2448.6636,66.7301,"85,630.80",27458.99
2016-08-11,2450.8865,66.7073,"85,091.40",27591.14
2016-09-11,2467.6726,66.7968,"85,190.00",27252.53
2016-10-11,2473.2512,66.4273,"84,992.50",27517.68
2016-11-11,2471.4899,67.0292,"83,656.70",26818.82
2016-11-15,2486.0171,67.7173,"83,241.40",26304.63
2016-11-16,2508.4394,67.7791,"83,677.80",26298.69
2016-11-17,2505.9394,67.9106,"83,334.40",26227.62
2016-11-18,2505.8604,68.0937,"82,518.30",26150.24
2016-11-21,2519.6427,68.2575,"82,866.50",25765.14
2016-11-22,2530.1752,68.2317,"82,898.90",25960.78
2016-11-23,2542.0322,68.4772,"81,623.20",26051.81
2016-11-24,2553.4223,68.656,"81,571.20",25860.17
2016-11-25,2565.425,68.4626,"81,485.10",26316.34
2016-11-28,2545.8234,68.7235,"81,419.90",26350.17
2016-11-29,2542.5196,68.6535,"81,445.70",26394.01
2016-11-30,2550.9881,68.526,"80,770.10",26652.81
2016-01-12,2555.6933,68.3734,"79,289.60",26559.92
2016-02-12,2550.5147,68.3689,"79,826.50",26230.66
2016-05-12,2555.5955,68.1703,"79,032.60",26349.1
2016-06-12,2555.085,68.0322,"79,414.80",26392.76
2016-07-12,2546.1981,67.8707,"79,529.90",26236.87
2016-08-12,2519.8735,67.4325,"78,955.40",26694.28
2016-09-12,2515.5764,67.584,"78,572.80",26747.18
2016-12-13,2517.066,67.4867,"78,161.60",26697.82
2016-12-14,2519.157,67.5604,"78,420.50",26602.84
2016-12-15,2507.2223,67.7994,"76,535.20",26519.07
2016-12-16,2502.4441,67.7777,"76,771.70",26489.56
2016-12-19,2501.1241,67.7262,"77,098.80",26374.7
2016-12-20,2502.0285,67.8954,"76,485.70",26307.98
2016-12-21,2504.0212,67.8724,"76,887.00",26242.38
2016-12-22,2501.8899,67.9136,"76,810.80",25979.6
2016-12-23,2495.1931,67.9117,"76,810.80",26040.7
2016-12-26,2488.3257,67.8331,"76,810.80",25807.1
2016-12-27,2485.2214,67.9967,"76,810.80",26213.44
2016-12-28,2484.4768,68.225,"77,396.70",26210.68
2016-12-29,2490.0293,68.1241,"77,866.80",26366.15
2016-12-30,2499.6604,67.9547,"77,866.80",26626.46
2017-02-01,2515.8227,68.0225,"77,866.80",26595.45
2017-03-01,2529.2222,68.0864,"78,719.80",26643.24
2017-04-01,2525.7679,68.1791,"79,035.10",26633.13
2017-05-01,2526.5265,67.7884,"79,721.30",26878.24
2017-06-01,2522.4832,67.9522,"80,143.10",26759.23
2017-09-01,2520.0018,68.1863,"80,321.30",26726.55
2017-10-01,2520.9242,68.0641,"81,243.60",26899.56
2017-11-01,2520.8282,68.2276,"80,413.30",27140.41
2017-12-01,2524.9378,68.0858,"81,979.60",27247.16
2017-01-13,2521.5871,68.231,"81,128.30",27238.06
2017-01-16,2520.4192,68.1558,"81,958.00",27288.17
2017-01-17,2523.4835,68.0509,"82,636.90",27235.66
2017-01-18,2520.2057,67.9364,"82,804.30",27257.64
2017-01-19,2515.3875,68.1766,"81,494.70",27308.6
2017-01-20,2515.6915,68.0883,"81,751.80",27034.5
2017-01-23,2519.5543,68.0843,"82,607.20",27117.34
2017-01-24,2520.0703,68.157,"82,918.80",27375.58
2017-01-25,2521.267,68.1556,"81,355.60",27708.14
2017-01-27,2522.0819,68.2043,"80,717.40",27882.46
2017-01-30,2523.6799,68.0426,"80,860.90",27849.56
2017-01-31,2522.4907,67.8125,"81,883.90",27655.96
2017-01-02,2524.4088,67.6458,"81,115.30",28141.64
2017-02-02,2525.8235,67.448,"82,132.20",28226.61
2017-03-02,2525.8058,67.3825,"81,568.80",28240.52
2017-06-02,2525.5146,67.1958,"82,457.40",28439.28
2017-07-02,2523.8802,67.3692,"82,960.20",28335.16
2017-08-02,2502.0323,67.3058,"83,239.30",28289.92
2017-09-02,2471.4523,67.0123,"82,541.80",28329.7
2017-10-02,2470.1615,66.9367,"82,130.30",28334.25
2017-02-13,2469.2106,66.9663,"81,893.80",28351.62
2017-02-14,2463.4647,66.9439,"82,330.00",28339.31
2017-02-15,2464.615,66.9193,"81,893.00",28155.56
2017-02-16,2467.2807,66.9468,"83,307.90",28301.27
2017-02-17,2468.1512,67.0467,"83,319.30",28468.75
2017-02-20,2469.1514,66.9771,"82,837.20",28661.58
2017-02-22,2462.9106,66.9644,"82,843.30",28864.71
2017-02-23,2462.9695,66.8351,"83,141.10",28892.97
2017-02-27,2469.8293,66.7249,"83,876.60",28812.88
2017-02-28,2467.6579,66.7375,"83,740.40",28743.32
2017-01-03,2464.6561,66.8482,"82,759.50",28984.49
2017-02-03,2467.2462,66.7433,"82,733.60",28839.79
2017-03-03,2469.9037,66.8354,"81,896.60",28832.45
2017-06-03,2466.1482,66.7559,"82,058.20",29048.19
2017-07-03,2463.8121,66.6347,"81,051.40",28999.56
2017-08-03,2463.0315,66.6362,"80,817.00",28901.94
2017-09-03,2463.1911,66.7707,"80,422.60",28929.13
2017-10-03,2460.1775,66.688,"80,042.90",28946.23
2017-03-14,2458.9322,66.18,"79,212.70",29442.63
2017-03-15,2466.3353,65.5146,"78,569.40",29398.11
2017-03-16,2474.8737,65.3836,"80,388.80",29585.85
2017-03-17,2471.7095,65.5411,"80,563.40",29648.99
2017-03-20,2473.6657,65.3827,"80,481.90",29518.74
2017-03-21,2474.7127,65.3117,"81,336.60",29485.45
2017-03-22,2483.4235,65.4881,"81,703.90",29167.68
2017-03-23,2489.2758,65.422,"81,627.40",29332.16
2017-03-24,2488.6487,65.4581,"81,592.70",29421.4
2017-03-27,2500.4011,65.0892,"81,835.10",29237.15
2017-03-29,2501.7388,64.9552,"81,142.60",29531.43
2017-03-30,2501.5328,64.9325,"80,903.50",29647.42
2017-03-31,2501.762,64.8386,"80,746.00",29620.5
2017-03-04,2504.754,64.9103,"81,122.50",29910.22
2017-05-04,2501.8804,65.0438,"81,005.70",29974.24
2017-06-04,2494.8319,64.9791,"80,911.80",29927.34
2017-07-04,2481.7778,64.3928,"81,420.50",29706.61
2017-10-04,2483.7333,64.4418,"80,715.90",29575.74
2017-11-04,2489.7965,64.5438,"81,012.50",29788.35
2017-12-04,2494.5708,64.692,"82,523.70",29643.48
2017-04-13,2499.186,64.3165,"82,802.00",29461.45
2017-04-17,2500.8927,64.4053,"82,802.00",29413.66
2017-04-18,2500.9889,64.5657,"82,621.30",29319.1
2017-04-19,2502.0354,64.5443,"82,684.40",29336.57
2017-04-20,2502.017,64.6364,"82,983.90",29422.39
2017-04-21,2494.9319,64.5701,"82,881.90",29365.3
2017-04-24,2497.7757,64.4757,"81,880.60",29655.84
2017-04-25,2500.5701,64.2776,"81,560.10",29943.24
2017-04-26,2496.2248,64.0013,"80,932.90",30133.35
2017-04-27,2496.5119,64.1141,"80,951.80",30029.74
2017-04-28,2496.0069,64.217,"81,401.00",29918.4
2017-02-05,2493.8115,64.2072,"80,568.40",29921.18
2017-03-05,2495.6875,64.1439,"80,231.50",29894.8
2017-04-05,2495.0776,64.2115,"78,904.00",30126.21
2017-05-05,2499.2162,64.3079,"79,006.60",29858.8
2017-08-05,2501.4636,64.2154,"79,167.30",29926.15
2017-09-05,2501.4439,64.5065,"78,928.20",29933.25
2017-11-05,2503.0777,64.438,"78,768.20",30250.98
2017-12-05,2504.9011,64.3043,"78,989.00",30188.15
2017-05-15,2516.4009,64.1188,"78,962.20",30322.12
2017-05-16,2513.9555,64.0758,"79,044.20",30582.6
2017-05-17,2513.5114,64.0214,"80,630.90",30658.77
2017-05-18,2515.1225,64.3441,"81,583.30",30434.79
2017-05-19,2515.6314,64.9906,"80,829.10",30464.92
2017-05-22,2522.7019,64.5632,"81,240.00",30570.97
2017-05-23,2526.8566,64.7751,"81,785.60",30365.25
2017-05-24,2525.5898,64.8586,"81,133.80",30301.64
2017-05-25,2529.5201,64.5088,"81,153.70",30750.03
2017-05-26,2531.7793,64.5945,"81,690.60",31028.21
2017-05-29,2530.3907,64.5565,"81,690.60",31109.28
2017-05-30,2530.3299,64.6336,"81,523.70",31159.4
2017-05-31,2531.9449,64.5459,"81,687.60",31145.8
2017-01-06,2538.8205,64.4704,"81,450.10",31137.59
2017-02-06,2541.3433,64.4208,"81,947.40",31273.29
2017-05-06,2540.8346,64.3485,"82,373.70",31309.49
2017-06-06,2540.3483,64.3516,"83,350.20",31190.56
2017-07-06,2549.2522,64.4538,"83,202.90",31271.28
2017-08-06,2565.9415,64.3554,"81,810.80",31213.36
2017-09-06,2567.6922,64.2584,"81,521.50",31262.06
2017-12-06,2567.7954,64.3407,"81,668.90",31095.7
2017-06-13,2572.8961,64.4453,"81,237.30",31103.49
2017-06-14,2570.9472,64.3141,"81,727.70",31155.91
2017-06-15,2572.8224,64.2801,"81,061.40",31075.73
2017-06-16,2569.0849,64.5883,"80,918.70",31056.4
2017-06-19,2571.2501,64.3788,"80,480.70",31311.57
2017-06-20,2572.6895,64.4672,"80,310.70",31297.53
2017-06-21,2577.281,64.6025,"80,247.50",31283.64
2017-06-22,2576.115,64.495,"80,813.90",31290.74
2017-06-23,2574.203,64.5365,"80,961.10",31138.21
2017-06-27,2575.7005,64.4572,"80,562.90",30958.25
2017-06-28,2571.8666,64.5288,"80,502.10",30834.32
2017-06-29,2569.1021,64.4715,"80,577.20",30857.52
2017-06-30,2569.7758,64.7379,"80,274.10",30921.61
2017-03-07,2559.1393,64.7525,"79,711.00",31221.62
2017-04-07,2560.0613,64.8168,"79,242.70",31209.79
2017-05-07,2563.5874,64.7209,"79,041.30",31245.56
2017-06-07,2567.78,64.7779,"79,281.70",31369.34
2017-07-07,2566.1667,64.7342,"78,573.50",31360.63
2017-10-07,2573.8574,64.5405,"78,137.10",31715.64
2017-11-07,2576.8716,64.5025,"78,165.30",31747.09
2017-12-07,2578.1787,64.4969,"78,509.00",31804.82
2017-07-13,2579.3253,64.4384,"78,570.10",32037.38
2017-07-14,2578.6727,64.4539,"79,090.50",32020.75
2017-07-17,2580.9374,64.3666,"79,418.70",32074.78
2017-07-18,2582.0373,64.3301,"79,785.20",31710.99
2017-07-19,2584.622,64.3211,"79,826.90",31955.35
2017-07-20,2585.7835,64.4273,"79,716.50",31904.4
2017-07-21,2590.4743,64.3185,"80,394.10",32028.89
2017-07-24,2595.8999,64.4494,"80,851.30",32245.87
2017-07-25,2594.251,64.358,"80,833.50",32228.27
2017-07-26,2591.3552,64.4208,"80,290.40",32382.46
2017-07-27,2592.6544,64.1216,"80,924.80",32383.3
2017-07-28,2590.035,64.1483,"81,099.20",32309.88
2017-07-31,2588.457,64.0773,"81,344.40",32514.94
2017-01-08,2590.1537,64.0683,"81,461.50",32575.17
2017-02-08,2591.3772,64.069,"80,791.00",32476.74
2017-03-08,2600.4572,63.6314,"80,785.10",32237.88
2017-04-08,2602.3941,63.7091,"80,175.20",32325.41
2017-07-08,2600.2987,63.7375,"80,313.90",32273.67
2017-08-08,2599.6452,63.7382,"80,365.90",32014.19
2017-09-08,2599.0913,63.7491,"81,239.20",31797.84
2017-10-08,2596.6345,63.9437,"82,349.20",31531.33
2017-11-08,2595.0459,64.1693,"82,397.20",31213.59
2017-08-14,2594.5574,64.0253,"82,157.00",31449.03
2017-08-16,2593.2359,64.2428,"81,691.50",31770.89
2017-08-18,2598.2791,64.1048,"83,042.00",31524.68
2017-08-21,2597.7001,64.0285,"82,971.90",31258.85
2017-08-22,2597.7484,64.1099,"82,282.00",31291.85
2017-08-23,2597.3188,64.1272,"82,403.50",31568.01
2017-08-24,2597.1448,64.0676,"82,539.80",31596.06
2017-08-28,2597.6965,63.8701,"82,296.50",31750.82
2017-08-29,2600.3987,64.0174,"84,309.90",31388.39
2017-08-30,2602.2463,63.9431,"83,730.90",31646.46
2017-08-31,2601.7274,64.0154,"83,925.80",31730.49
2017-01-09,2606.7476,63.9804,"84,264.60",31892.23
2017-04-09,2605.7822,64.0468,"85,331.70",31702.25
2017-05-09,2606.9604,64.1164,"85,615.40",31809.55
2017-06-09,2609.0469,64.2146,"85,714.00",31661.97
2017-07-09,2606.9867,64.0276,"85,943.70",31662.74
2017-08-09,2607.924,63.8664,"86,079.20",31687.52
2017-11-09,2606.6367,63.8859,"85,297.40",31882.16
2017-12-09,2606.2551,63.9474,"84,936.60",32158.66
2017-09-13,2604.3636,63.9818,"85,141.10",32186.41
2017-09-14,2604.4282,64.0692,"85,048.00",32241.93
2017-09-15,2602.0255,64.0774,"84,829.10",32272.61
2017-09-18,2601.2306,64.0371,"84,192.00",32423.76
2017-09-19,2601.8756,64.1769,"84,207.40",32402.37
2017-09-20,2603.9023,64.3637,"84,375.70",32400.51
2017-09-21,2596.6341,64.5256,"83,881.30",32370.04
2017-09-22,2593.5409,64.9596,"83,987.20",31922.44
2017-09-25,2599.1842,64.8357,"84,394.90",31626.63
2017-09-26,2596.7443,65.3371,"85,070.10",31599.76
2017-09-27,2595.7597,65.6947,"84,034.00",31159.81
2017-09-28,2597.5533,65.7604,"83,979.20",31282.48
2017-09-29,2599.2413,65.3552,"83,850.60",31283.72
2017-03-10,2602.4142,65.5529,"83,254.00",31497.38
2017-04-10,2601.4843,65.2899,"82,921.80",31671.71
2017-05-10,2594.8125,65.1758,"83,014.60",31592.03
2017-06-10,2591.9518,65.2276,"82,625.20",31814.22
2017-09-10,2594.0182,65.3074,"83,579.70",31846.89
2017-10-10,2592.3485,65.2652,"84,219.90",31924.41
2017-11-10,2593.7888,65.2691,"84,020.40",31833.99
2017-12-10,2595.7029,65.1003,"83,937.10",32182.22
2017-10-13,2598.9883,64.9301,"84,084.00",32432.69
2017-10-16,2600.5865,64.7603,"84,323.60",32633.64
2017-10-17,2600.0931,64.9226,"83,547.20",32609.16
2017-10-18,2601.4324,65.0649,"83,302.00",32584.35
2017-10-23,2600.6746,65.0239,"82,894.00",32506.72
2017-10-24,2600.212,64.9256,"83,229.80",32607.34
2017-10-25,2599.5319,65.1386,"82,792.10",33042.5
2017-10-26,2600.8959,64.7888,"82,723.80",33147.13
2017-10-27,2600.6966,65.0931,"82,281.90",33157.22
2017-10-30,2598.2774,64.9338,"82,530.50",33266.16
2017-10-31,2598.2666,64.7745,"82,128.50",33213.13
2017-01-11,2598.8746,64.5256,"82,406.00",33600.27
2017-02-11,2601.8016,64.593,"82,559.60",33573.22
2017-03-11,2602.9661,64.5764,"81,937.20",33685.56
2017-06-11,2601.9434,64.7267,"82,085.40",33731.19
2017-07-11,2597.9102,64.8064,"83,162.10",33370.76
2017-08-11,2598.9054,65.0592,"83,384.90",33218.81
2017-09-11,2600.3,64.8967,"83,691.90",33250.93
2017-10-11,2597.6923,65.0147,"83,941.90",33314.56
2017-11-13,2595.6932,65.4272,"83,661.00",33033.56
2017-11-14,2588.9722,65.5171,"83,365.90",32941.87
2017-11-15,2590.9507,65.3689,"83,817.40",32760.44
2017-11-16,2586.0819,65.2969,"83,456.00",33106.82
2017-11-17,2592.8647,64.8462,"83,408.90",33342.8
2017-11-20,2601.5431,65.0565,"83,715.50",33359.9
2017-11-21,2601.753,65.0386,"83,174.90",33478.35
2017-11-22,2595.5486,64.7453,"83,344.90",33561.55
2017-11-23,2592.7723,64.7949,"83,317.90",33588.08
2017-11-24,2593.0289,64.7328,"83,330.80",33679.24
2017-11-27,2593.2583,64.6948,"83,521.70",33724.44
2017-11-28,2594.1205,64.4206,"83,235.80",33618.59
2017-11-29,2595.9307,64.4058,"82,750.60",33602.76
2017-11-30,2595.1593,64.4332,"82,662.50",33149.35
2017-04-12,2593.8225,64.3799,"82,002.90",32869.72
2017-05-12,2597.0277,64.3764,"81,511.00",32802.44
2017-06-12,2599.0362,64.4467,"81,581.30",32597.18
2017-07-12,2601.7603,64.5388,"80,960.10",32949.21
2017-08-12,2596.3763,64.4649,"80,691.90",33250.3
2017-11-12,2593.5547,64.3616,"80,277.20",33455.79
2017-12-12,2587.5832,64.4834,"80,122.40",33227.99
2017-12-13,2584.9857,64.4525,"79,980.70",33053.04
2017-12-14,2592.6153,64.2798,"80,426.80",33246.7
2017-12-15,2593.9632,64.0958,"80,319.50",33462.97
2017-12-18,2593.0203,64.1065,"80,867.50",33601.68
2017-12-19,2593.3979,64.1205,"80,736.10",33836.74
2017-12-20,2591.2553,64.0577,"80,912.20",33777.38
2017-12-21,2586.6385,64.0883,"80,943.90",33756.28
2017-12-22,2585.2524,64.0409,"80,943.90",33940.3
2017-12-26,2584.5731,64.0538,"80,943.90",34010.61
2017-12-27,2586.0327,64.1577,"82,070.30",33911.81
2017-12-28,2575.5169,64.1716,"82,694.40",33848.03
2017-12-29,2578.4089,63.9273,"82,694.40",34056.83
2018-01-01,2579.3558,63.6697,"82,694.40",33812.75
2018-02-01,2576.8293,63.6728,"83,242.00",33812.26
2018-03-01,2577.6209,63.4833,"83,361.40",33793.38
2018-04-01,2579.3335,63.3914,"83,303.20",33969.64
2018-05-01,2584.8479,63.3823,"83,382.20",34153.85
2018-08-01,2588.598,63.3482,"83,766.00",34352.79
2018-09-01,2585.7849,63.469,"83,447.80",34443.19
2018-10-01,2578.6581,63.8264,"84,186.90",34433.07
2018-11-01,2578.1466,63.7364,"84,311.40",34503.49
2018-12-01,2577.0348,63.5263,"84,331.40",34592.39
2018-01-15,2578.0172,63.4125,"85,096.00",34843.51
2018-01-16,2567.2619,63.7602,"85,395.90",34771.05
2018-01-17,2577.5162,63.9797,"85,265.90",35081.82
2018-01-18,2575.7265,63.8431,"85,135.80",35260.29
2018-01-19,2575.868,63.7183,"85,187.20",35511.58
2018-01-22,2576.4713,63.8895,"85,170.90",35798.01
2018-01-23,2582.4029,63.7722,"85,050.30",36139.98
2018-01-24,2582.7087,63.6439,"86,107.50",36161.64
2018-01-25,2575.4575,63.4983,"85,987.80",36050.44
2018-01-29,2572.4389,63.547,"85,579.70",36283.25
2018-01-30,2570.4735,63.7534,"85,774.40",36033.73
2018-01-31,2570.3114,63.6878,"85,665.60",35965.02
2018-01-02,2561.9333,63.6113,"85,804.20",35906.66
2018-02-02,2552.4642,64.0781,"85,376.60",35066.75
2018-05-02,2554.5835,64.0295,"85,410.40",34757.16
2018-06-02,2557.3942,64.2723,"85,375.80",34195.94
2018-07-02,2560.3066,64.1377,"85,208.10",34082.71
2018-08-02,2567.9785,64.1616,"84,833.40",34413.16
2018-09-02,2568.9202,64.3686,"84,726.60",34005.76
2018-12-02,2569.2712,64.2838,"84,969.90",34300.47
2018-02-14,2571.6289,64.1259,"85,550.10",34155.95
2018-02-15,2563.7368,63.9222,"86,487.00",34297.47
2018-02-16,2565.6597,63.9097,"87,065.80",34010.76
2018-02-20,2562.6292,64.5254,"86,849.10",33703.59
2018-02-21,2561.1772,64.8161,"86,209.80",33844.86
2018-02-22,2552.594,65.0458,"86,332.80",33819.5
2018-02-23,2555.9905,64.8227,"86,177.30",34142.15
2018-02-26,2560.8352,64.6639,"86,466.10",34445.75
2018-02-27,2562.4632,64.8514,"86,313.00",34346.39
2018-02-28,2559.7983,65.1031,"85,894.80",34184.04
2018-01-03,2558.8928,65.2261,"85,301.30",34046.94
2018-05-03,2560.5959,65.053,"85,874.50",33746.78
2018-06-03,2561.2722,64.9941,"86,304.00",33317.2
2018-07-03,2564.6583,64.9627,"86,357.80",33033.09
2018-08-03,2566.7803,64.9212,"86,032.40",33351.57
2018-09-03,2567.589,65.0784,"85,792.80",33307.14
2018-12-03,2571.0556,65.0199,"85,683.40",33917.94
2018-03-13,2571.0564,64.9567,"85,665.90",33856.78
2018-03-14,2571.3724,64.9875,"85,901.70",33835.74
2018-03-15,2573.4713,64.9366,"85,726.00",33685.54
2018-03-16,2579.5721,64.8737,"85,265.90",33176.0
2018-03-19,2583.8399,65.0375,"85,693.20",32923.12
2018-03-20,2582.9666,65.1993,"85,577.50",32996.76
2018-03-21,2582.4263,65.2162,"86,125.60",33136.18
2018-03-22,2584.9884,65.0622,"86,547.60",33006.27
2018-03-23,2587.5326,65.1333,"87,529.00",32596.54
2018-03-26,2584.5595,64.9055,"87,504.20",33066.41
2018-03-27,2608.908,64.7973,"86,993.00",33174.39
2018-03-28,2610.7488,65.0441,"86,799.10",32968.68
2018-03-04,2616.3603,65.024,"86,689.90",33370.63
2018-04-04,2620.3147,65.0232,"86,931.20",33019.07
2018-05-04,2630.0847,65.0601,"86,084.80",33596.8
2018-06-04,2634.8902,64.9884,"86,430.80",33626.97
2018-09-04,2631.6142,64.9287,"86,383.60",33788.54
2018-10-04,2620.2119,64.9368,"86,978.10",33880.25
2018-11-04,2610.7761,65.1272,"88,055.40",33940.44
2018-12-04,2607.1261,65.3496,"87,576.90",34101.13
2018-04-13,2609.228,65.2226,"87,649.60",34192.65
2018-04-16,2611.9804,65.4476,"88,341.30",34305.43
2018-04-17,2608.1922,65.6124,"88,146.40",34395.06
2018-04-18,2605.2019,65.6814,"88,851.80",34331.68
2018-04-19,2592.5993,65.7837,"89,230.30",34427.29
2018-04-20,2585.8986,66.0167,"88,466.10",34415.58
2018-04-23,2585.1861,66.2177,"88,116.40",34450.77
2018-04-24,2586.9117,66.3622,"88,242.20",34616.64
2018-04-25,2584.0168,66.6983,"88,491.10",34501.27
2018-04-26,2581.4325,66.8299,"88,319.20",34713.6
2018-04-27,2581.4806,66.7801,"88,064.50",34969.7
2018-02-05,2585.8385,66.6636,"87,059.70",35176.42
2018-03-05,2584.8929,66.6093,"87,700.70",35103.14
2018-04-05,2585.4113,66.7681,"87,485.60",34915.38
2018-07-05,2592.5307,67.106,"87,485.60",35208.14
2018-08-05,2598.3198,67.0809,"87,640.20",35216.32
2018-09-05,2593.5126,67.3815,"88,537.10",35319.35
2018-10-05,2588.8268,67.3786,"88,415.70",35246.27
2018-11-05,2587.5281,67.2203,"89,208.60",35535.79
2018-05-14,2586.3106,67.3153,"89,197.40",35556.71
2018-05-15,2578.0804,67.5288,"88,332.00",35543.94
2018-05-16,2577.8773,67.8276,"87,403.40",35387.88
2018-05-17,2578.0247,67.7156,"87,447.40",35149.12
2018-05-18,2583.6656,67.9577,"87,596.80",34848.3
2018-05-21,2584.5736,68.0883,"87,768.80",34616.13
2018-05-22,2585.6935,68.0187,"87,960.90",34651.24
2018-05-23,2581.4319,68.2139,"88,128.90",34344.91
2018-05-24,2580.4777,68.3872,"89,131.00",34663.11
2018-05-25,2585.2391,68.26,"88,377.30",34924.87
2018-05-28,2596.2996,67.443,"88,377.30",35165.48
2018-05-29,2594.8248,67.8201,"87,830.60",34949.24
2018-05-30,2595.3475,67.6288,"87,764.90",34906.11
2018-05-31,2587.2481,67.4526,"88,006.70",35322.38
2018-01-06,2588.1889,67.184,"86,691.50",35227.26
2018-04-06,2585.4317,67.0543,"86,873.30",35011.89
2018-05-06,2589.1437,67.1794,"86,721.80",34903.21
2018-06-06,2589.1524,67.0397,"86,903.50",35178.88
2018-07-06,2580.2538,67.0181,"87,516.40",35463.08
2018-08-06,2584.4208,67.5228,"87,707.30",35443.67
2018-11-06,2582.9233,67.3353,"87,729.50",35483.47
2018-12-06,2583.1501,67.4571,"87,668.60",35692.52
2018-06-13,2589.1927,67.6251,"87,415.60",35739.16
2018-06-14,2589.9125,67.6875,"88,269.10",35599.82
2018-06-15,2592.208,67.9739,"87,647.60",35622.14
2018-06-18,2597.4872,68.0248,"87,283.80",35548.26
2018-06-19,2595.5796,68.1511,"86,914.80",35286.74
2018-06-20,2599.7745,68.0838,"86,731.00",35547.33
2018-06-21,2605.8234,68.195,"85,899.40",35432.39
2018-06-22,2604.1843,67.7695,"86,140.40",35689.6
2018-06-25,2603.9595,68.1466,"86,404.80",35470.35
2018-06-26,2605.2597,68.1676,"86,119.50",35490.04
2018-06-27,2603.2889,68.5246,"86,400.50",35217.11
2018-06-28,2596.0017,68.9389,"86,144.20",35037.64
2018-06-29,2600.0877,68.5753,"85,624.60",35423.48
2018-02-07,2602.1833,68.6227,"85,773.80",35264.41
2018-03-07,2602.0855,68.6935,"85,849.20",35378.6
2018-04-07,2604.248,68.5312,"86,621.00",35645.4
2018-05-07,2602.7101,68.7545,"86,409.80",35574.55
2018-06-07,2603.0205,68.8757,"86,322.10",35657.86
2018-09-07,2602.1509,68.6573,"86,644.20",35934.72
2018-07-24,2624.2958,69.053,"84,598.30",36825.1
2022-12-04,3626.0461,76.1127,"1,49,189.90",58576.37
2022-04-13,3613.3163,76.2248,"1,50,370.40",58338.93
2022-04-18,3618.7777,76.3737,"1,49,374.10",57166.74
2022-04-19,3628.8895,76.2797,"1,50,027.00",56463.15
2022-04-20,3633.2878,76.4183,"1,48,745.40",57037.5
2022-04-21,3631.9025,76.2091,"1,48,328.60",57911.68
2022-04-22,3628.9219,76.3279,"1,48,571.30",57197.15
2022-04-25,3641.8209,76.7366,"1,45,310.90",56579.89
2022-04-26,3643.1411,76.5612,"1,46,057.10",57356.61
2022-04-27,3644.5353,76.6414,"1,44,413.60",56819.39
2022-04-28,3636.0128,76.6167,"1,44,764.90",57521.06
2022-04-29,3632.6241,76.4242,"1,46,303.30",57060.87
2022-02-05,3639.5101,76.4346,"1,46,303.30",56975.99
2022-04-05,3617.0205,76.4841,"1,42,115.40",55669.03
2022-05-05,3579.5959,76.0887,"1,44,812.40",55702.23
2022-06-05,3568.8737,76.747,"1,44,857.80",54835.58
2022-09-05,3565.7666,77.3679,"1,44,041.10",54470.67
2022-10-05,3581.7749,77.3537,"1,43,550.70",54364.85
2022-11-05,3596.27,77.2641,"1,43,158.50",54088.39
2022-12-05,3602.6025,77.5868,"1,42,133.70",52930.31
2022-05-13,3594.9812,77.3543,"1,40,264.90",52793.62
2022-05-17,3593.2526,77.651,"1,41,425.50",54318.47
2022-05-18,3596.3266,77.5716,"1,40,740.90",54208.53
2022-05-19,3596.4947,77.6999,"1,42,832.20",52792.23
2022-05-20,3593.4502,77.5829,"1,42,827.90",54326.39
2022-05-23,3595.6892,77.589,"1,43,919.20",54288.61
2022-05-24,3600.5699,77.6352,"1,44,766.50",54052.61
2022-05-25,3607.748,77.5137,"1,43,253.50",53749.26
2022-05-26,3609.8351,77.6262,"1,43,512.90",54252.53
2022-05-27,3603.0103,77.6592,"1,43,758.00",54884.66
2022-05-30,3597.7934,77.5115,"1,43,834.90",55925.74
2022-05-31,3589.5004,77.6641,"1,42,728.40",55566.41
2022-01-06,3591.7419,77.5554,"1,43,127.50",55381.17
2022-02-06,3589.0345,77.5883,"1,43,127.50",55818.11
2022-03-06,3583.7267,77.5994,"1,43,127.50",55769.23
